--------------------------------------
Executions completed	Unique Outputs
               58400	            35
               58450	            35
               58500	            35
               58550	            35
               58600	            35
               58650	            35
               58700	            35
               58750	            35
               58800	            35
               58850	            35
               58900	            35
               58950	            35
               59000	            35
               59050	            35
               59100	            35
               59150	            35
               59200	            35
               59250	            35
               59300	            35
               59350	            35
               59400	            35
               59450	            35
               59500	            35
               59550	            35
               59600	            35
               59650	            35
               59700	            35
               59750	            35
               59800	            35
               59850	            35
               59900	            35
               59950	            35
               60000	            35
               60050	            35
               60100	            35
               60150	            35
               60200	            35
               60250	            35
               60300	            35
               60350	            35
               60400	            35
               60450	            35
               60500	            35
               60550	            35
               60600	            35
               60650	            35
               60700	            35
               60750	            35
               60800	            35
               60850	            35
               60900	            35
               60950	            35
               61000	            35
               61050	            35
               61100	            35
               61150	            35
               61200	            35
               61250	            35
               61300	            35
               61350	            35
               61400	            35
               61450	            35
               61500	            35
               61550	            35
               61600	            35
               61650	            35
               61700	            35
               61750	            35
               61800	            35
               61850	            35
               61900	            35
               61950	            35
               62000	            35
               62050	            35
               62100	            35
               62150	            35
               62200	            35
               62250	            35
               62300	            35
               62350	            35
               62400	            35
